Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
S1E13_DKDL250003486-1A_22YL5KLT3_L6_2 - illumina_universal_adapter	(1, 0.002634472376886438)	(2, 0.0041904743917480815)	(3, 0.008488259267279724)	(4, 0.013462100190647806)	(5, 0.016123400188480134)	(6, 0.01842521006563753)	(7, 0.02312004373116835)	(8, 0.032370207433311364)	(9, 0.045054306616528345)	(10, 0.06667200357472683)	(12, 0.09843590677466107)	(14, 0.13102878346182334)	(16, 0.16345532889912107)	(18, 0.20270413834295875)	(20, 0.2640589074462101)	(22, 0.3791842772113096)	(24, 0.5629159220213347)	(26, 0.8254027308801155)	(28, 1.1770055309969552)	(30, 1.61533129858348)	(32, 2.137361926283278)	(34, 2.7266601307428013)	(36, 3.377101166100103)	(38, 4.095695089708345)	(40, 4.864124001985673)	(42, 5.678379856362771)	(44, 6.53013267653594)	(46, 7.423310026211659)	(48, 8.344720764170834)	(50, 9.295561402307648)	(52, 10.280027780538042)	(54, 11.28718496056447)	(56, 12.312029591080524)	(58, 13.349670996787768)	(60, 14.413313732715768)	(62, 15.50077939604372)	(64, 16.597921782246857)	(66, 17.71711647286751)	(68, 18.83937487780019)	(70, 19.969745955306898)	(72, 21.111596571816364)	(74, 22.258603457071622)	(76, 23.412716979115448)	(78, 24.568155785634)	(80, 25.735897739118343)	(82, 26.90706021427328)	(84, 28.077745157775386)	(86, 29.24879227416026)	(88, 30.42156977209614)	(90, 31.592893212976755)	(92, 32.7619711819842)	(94, 33.92484928779105)	(96, 35.07574617808346)	(98, 36.21984494922819)	(100, 37.36339107138143)	(102, 38.49881647267435)	(104, 39.62558996621222)	(106, 40.74728767386713)	(108, 41.854538707642675)	(110, 42.95230886017595)	(112, 44.04207365061896)	(114, 45.11829585800849)	(116, 46.18174543506568)	(118, 47.22893210830547)	(120, 48.272317307657225)	(122, 49.29712169674186)	(124, 50.30562025781558)	(126, 51.30770701748324)	(128, 52.2866388575125)	(130, 53.25487989059482)	(132, 54.21422488457148)	(134, 55.15586096596176)	(136, 56.082690883352)	(138, 56.9831170562073)
S1E13_DKDL250003486-1A_22YL5KLT3_L6_2 - polya	(1, 0.19817563592729243)	(2, 0.38550754746825594)	(3, 0.4846087792423751)	(4, 0.5912700345990461)	(5, 0.6626797960328172)	(6, 0.7260680988037671)	(7, 0.7770352130767697)	(8, 0.8317420977096294)	(9, 0.8819204799268229)	(10, 0.9677044806634021)	(12, 1.0519110172883628)	(14, 1.1421296237672975)	(16, 1.2429934302375618)	(18, 1.3344836659493318)	(20, 1.4288551881506906)	(22, 1.5358410577208068)	(24, 1.6516719939167834)	(26, 1.748203139604286)	(28, 1.8384754013251128)	(30, 1.9318918602207977)	(32, 2.0150923610602876)	(34, 2.120465890611556)	(36, 2.229203603829439)	(38, 2.315765605573449)	(40, 2.3992343826223976)	(42, 2.491395308857815)	(44, 2.591497210893216)	(46, 2.6807285609213425)	(48, 2.754335504510582)	(50, 2.823014214132061)	(52, 2.894075216493536)	(54, 2.980921591019572)	(56, 3.053128132795436)	(58, 3.1158269657080764)	(60, 3.1901019170588687)	(62, 3.2620750585325036)	(64, 3.3253050783398725)	(66, 3.3846638724447495)	(68, 3.4378603620183554)	(70, 3.506423712869768)	(72, 3.5734069168474667)	(74, 3.6213425099535836)	(76, 3.6726959419682075)	(78, 3.72793669625789)	(80, 3.785334391271623)	(82, 3.8423699134025857)	(84, 3.9084865852237325)	(86, 3.9850338360686415)	(88, 4.038890285117517)	(90, 4.088199452416063)	(92, 4.134761471329751)	(94, 4.186815104251062)	(96, 4.234412669333261)	(98, 4.280169859618571)	(100, 4.325047103936857)	(102, 4.384870015884098)	(104, 4.4401483288431045)	(106, 4.484094654714568)	(108, 4.530831053164404)	(110, 4.578262286996738)	(112, 4.625422561857519)	(114, 4.6649476957971)	(116, 4.701623736392226)	(118, 4.749500308732262)	(120, 4.797980502543581)	(122, 4.837532464104107)	(124, 4.874758470928624)	(126, 4.922280918672174)	(128, 4.964767821964181)	(130, 5.000518309636675)	(132, 5.033325807291404)	(134, 5.0667530229899835)	(136, 5.097907939194446)	(138, 5.1307610438047835)
S1E13_DKDL250003486-1A_22YL5KLT3_L6_2 - polyg	(1, 0.4876885901269633)	(2, 0.490178193350742)	(3, 0.49189516109127895)	(4, 0.4935048183480324)	(5, 0.4947871786292459)	(6, 0.49613392520072963)	(7, 0.4975128649173484)	(8, 0.49899911511775075)	(9, 0.5003136685440993)	(10, 0.5023552504980816)	(12, 0.5051801989836839)	(14, 0.5066047456559106)	(16, 0.5073881121875307)	(18, 0.5080990441425968)	(20, 0.508724127710636)	(22, 0.5093304319440131)	(24, 0.5099716120846198)	(26, 0.5104786541204972)	(28, 0.510956185773334)	(30, 0.5115222485752924)	(32, 0.51199441470394)	(34, 0.5125229188365741)	(36, 0.5131131264973836)	(38, 0.5136201685332611)	(40, 0.5141728175247464)	(42, 0.5147147354678534)	(44, 0.5153746949431223)	(46, 0.5159595370797426)	(48, 0.5166570552243358)	(50, 0.5171936076432536)	(52, 0.5177060152033202)	(54, 0.5182559814327108)	(56, 0.5187737545169666)	(58, 0.51927274826656)	(60, 0.5198710042136534)	(62, 0.5204424325398009)	(64, 0.5226288836468911)	(66, 0.5287133880774189)	(68, 0.5374377304090225)	(70, 0.5448770296973179)	(72, 0.5642733996411966)	(74, 0.5929548091944481)	(76, 0.626033265820731)	(78, 0.65988704069235)	(80, 0.6937756914711988)	(82, 0.7365174571621915)	(84, 0.8055449258559675)	(86, 0.9293329344244949)	(88, 1.1262530376915199)	(90, 1.4006137515809516)	(92, 1.764849678401211)	(94, 2.2227032712742494)	(96, 2.7568707146899682)	(98, 3.3583567073452096)	(100, 4.028003636537674)	(102, 4.757663953786096)	(104, 5.5506320909426305)	(106, 6.389496922013394)	(108, 7.267833231781845)	(110, 8.182944844342924)	(112, 9.133782799717643)	(114, 10.112033218174876)	(116, 11.131176979239928)	(118, 12.176450843106277)	(120, 13.244922550804539)	(122, 14.319991170493395)	(124, 15.427379025135764)	(126, 16.56663809346185)	(128, 17.714651014502582)	(130, 18.883946287239688)	(132, 20.043755313210326)	(134, 21.22914715851497)	(136, 22.410530957250295)	(138, 23.60725478964248)
S1E13_val_1 - polya	(1, 0.02719058230993842)	(2, 0.05735631143772329)	(3, 0.07385142923793524)	(4, 0.0918475704778925)	(5, 0.10470579994381116)	(6, 0.11559494489737572)	(7, 0.12612900903723712)	(8, 0.1364263526346297)	(9, 0.14571225391420106)	(10, 0.163275304161687)	(12, 0.179506801357786)	(14, 0.1986192951559768)	(16, 0.22131218715900808)	(18, 0.2414334332688557)	(20, 0.262517701585565)	(22, 0.2868730173982067)	(24, 0.31588204387529173)	(26, 0.3373644331043349)	(28, 0.3587795721792676)	(30, 0.3812384336459945)	(32, 0.4000039166489754)	(34, 0.4251527842801205)	(36, 0.45073205289757245)	(38, 0.4719346814855161)	(40, 0.49280912932140075)	(42, 0.5172505253313038)	(44, 0.5454875200392009)	(46, 0.5730654632368155)	(48, 0.5947872630144919)	(50, 0.615581010665444)	(52, 0.6405711679328885)	(54, 0.6738115741066033)	(56, 0.6990303818980232)	(58, 0.7189956076503345)	(60, 0.7436683441903775)	(62, 0.7684702010263127)	(64, 0.7907353820492016)	(66, 0.8110637586337093)	(68, 0.8290087897565426)	(70, 0.8557286209877079)	(72, 0.8797449960236329)	(74, 0.8947041203039621)	(76, 0.9118582896144565)	(78, 0.932557887049654)	(80, 0.9526038129868979)	(82, 0.9717943169638568)	(84, 0.9951328104463484)	(86, 1.0237060559247977)	(88, 1.0431709405305272)	(90, 1.0599081588855368)	(92, 1.0758491354158788)	(94, 1.0925863537708884)	(96, 1.1078359987169746)	(98, 1.1219235610000324)	(100, 1.1350104409899266)	(102, 1.1521511602695989)	(104, 1.1678581062636364)	(106, 1.179699513399405)	(108, 1.1921569319468253)	(110, 1.2053971422880911)	(112, 1.218449052197848)	(114, 1.2293005370651109)	(116, 1.2391809297070184)	(118, 1.2523673399249962)	(120, 1.266019121209418)	(122, 1.2775108275438125)	(124, 1.288252022158334)	(126, 1.3019226334859069)	(128, 1.3149341933031975)	(130, 1.3259443885341606)	(132, 1.3367124832103265)	(134, 1.348134249384446)	(136, 1.3582406025441647)	(138, 1.3657968298600154)
S1E13_val_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.003007426891819465)	(4, 0.0038413288027890845)	(5, 0.0041372294808750786)	(6, 0.0043524299740285285)	(7, 0.004492310294578271)	(8, 0.004599910541154996)	(9, 0.004696750763074049)	(10, 0.0048716011637612265)	(12, 0.005102941693901186)	(14, 0.00535580227335649)	(16, 0.005541412698701341)	(18, 0.005724333117881774)	(20, 0.005936843604870805)	(22, 0.006103623987064729)	(24, 0.006316134474053761)	(26, 0.006566305047344647)	(28, 0.006870275743923895)	(30, 0.0071876964713252335)	(32, 0.007588507389823534)	(34, 0.007935518185033474)	(36, 0.008365919171340372)	(38, 0.008852810287100055)	(40, 0.00949034174806715)	(42, 0.010044483017937283)	(44, 0.010679324472739962)	(46, 0.011246915773432186)	(48, 0.011922107320701137)	(50, 0.012610748898792176)	(52, 0.013312840507705308)	(54, 0.014036452165933784)	(56, 0.01475737381799784)	(58, 0.015489055494719572)	(60, 0.016304127362538265)	(62, 0.017111129211863703)	(64, 0.017893921005709378)	(66, 0.018762792996816432)	(68, 0.019736575228335794)	(70, 0.02074263753382817)	(72, 0.02174600983315613)	(74, 0.02259874178727668)	(76, 0.023325043451669573)	(78, 0.02409169520852874)	(80, 0.024885247027032088)	(82, 0.025805229135263088)	(84, 0.026679481138698977)	(86, 0.027572563185285795)	(88, 0.028807276014753715)	(90, 0.030313679466827864)	(92, 0.032376914194936574)	(94, 0.03514493053812282)	(96, 0.03840521800939759)	(98, 0.04245367728684687)	(100, 0.04723381824101788)	(102, 0.05288821119862479)	(104, 0.0589003749760993)	(106, 0.06527568958577025)	(108, 0.07227508562558621)	(110, 0.07960535242362561)	(112, 0.0875570106456456)	(114, 0.09632105072931985)	(116, 0.10595127279793674)	(118, 0.11708251830629895)	(120, 0.12965291711262486)	(122, 0.14389111974089)	(124, 0.1590304744342352)	(126, 0.17577307280157364)	(128, 0.1929057220627527)	(130, 0.2106274826739393)	(132, 0.229314955498152)	(134, 0.24834674911141025)	(136, 0.26789233390207234)	(138, 0.28769346927835415)
S1E13_val_2 - polya	(1, 0.19729043211075423)	(2, 0.3843642208090484)	(3, 0.4835070880048429)	(4, 0.5902196325473099)	(5, 0.6616715762865842)	(6, 0.725155721766852)	(7, 0.7762012787428504)	(8, 0.8310020843243764)	(9, 0.8812729195250224)	(10, 0.9672401365274969)	(12, 1.0515798998004984)	(14, 1.1418807167338505)	(16, 1.2427532578933658)	(18, 1.3342860976500215)	(20, 1.4287026240149332)	(22, 1.5357272092724727)	(24, 1.651518524619851)	(26, 1.7480601558546531)	(28, 1.838379802831156)	(30, 1.9318225469645487)	(32, 2.0150594077101385)	(34, 2.120510339361494)	(36, 2.229361438804673)	(38, 2.315941977212635)	(40, 2.39943169853768)	(42, 2.4916316598231116)	(44, 2.591785969336727)	(46, 2.681080723964587)	(48, 2.754719642715533)	(50, 2.823446610210252)	(52, 2.894538093123494)	(54, 2.9814145322095422)	(56, 3.0536277476933464)	(58, 3.1163317913859334)	(60, 3.1906163116163397)	(62, 3.262633156650142)	(64, 3.3258402314954747)	(66, 3.385230187593498)	(68, 3.43840891945788)	(70, 3.5069287564779383)	(72, 3.5739341200274293)	(74, 3.621888859920511)	(76, 3.6732168675437737)	(78, 3.7284669041547573)	(80, 3.7858716357034403)	(82, 3.8428997663891047)	(84, 3.9090470179721466)	(86, 3.985650323516281)	(88, 4.039515006952589)	(90, 4.088806679909387)	(92, 4.135386826652452)	(94, 4.187408855866134)	(96, 4.234995064914691)	(98, 4.280754759777608)	(100, 4.3255917825261285)	(102, 4.385409449604294)	(104, 4.440699836307745)	(106, 4.484598046904884)	(108, 4.531374564097951)	(110, 4.578799372776643)	(112, 4.625957870845056)	(114, 4.66546868138803)	(116, 4.702101185335076)	(118, 4.7499510149877455)	(120, 4.7984518261322044)	(122, 4.837962636675178)	(124, 4.875160041916752)	(126, 4.922670930792705)	(128, 4.965124608079552)	(130, 5.000807539850558)	(132, 5.03350994479139)	(134, 5.066849881193187)	(136, 5.097526711492212)	(138, 5.121196075732927)
S1E13_val_2 - polyg	(1, 0.4805749812856271)	(2, 0.48297446678428807)	(3, 0.4846691706678715)	(4, 0.4862562743048782)	(5, 0.4875313372268124)	(6, 0.4888655802843638)	(7, 0.49021596337890166)	(8, 0.49166318669535863)	(9, 0.49293286960496396)	(10, 0.494920784160469)	(12, 0.4976753504728332)	(14, 0.499076843684495)	(16, 0.49984349544135415)	(18, 0.5005482770564318)	(20, 0.5011615984619191)	(22, 0.5017372597811045)	(24, 0.5023532711927563)	(26, 0.5028455423208449)	(28, 0.5033001533626315)	(30, 0.5038516046263372)	(32, 0.5042873856249729)	(34, 0.5047823467592258)	(36, 0.5053526280660825)	(38, 0.5058260691510201)	(40, 0.5063560003654104)	(42, 0.5068644115304854)	(44, 0.507485802954466)	(46, 0.5080211141811852)	(48, 0.5086936157222898)	(50, 0.5092181669243514)	(52, 0.5096969880216178)	(54, 0.5102053991866928)	(56, 0.5106949803086169)	(58, 0.5111764914120478)	(60, 0.5117413927065755)	(62, 0.512252493877815)	(64, 0.5127851150983698)	(66, 0.5133473263867332)	(68, 0.5138880176257812)	(70, 0.5144367788833224)	(72, 0.5149801601285349)	(74, 0.5154858812874455)	(76, 0.5160158125018359)	(78, 0.5164784935621158)	(80, 0.5169546246532178)	(82, 0.5174872458737727)	(84, 0.5182000975073435)	(86, 0.5191738797388628)	(88, 0.5204085925683307)	(90, 0.5220279762793104)	(92, 0.5242714414204351)	(94, 0.5272143081643086)	(96, 0.5305445357958583)	(98, 0.534364344549332)	(100, 0.5388055447267863)	(102, 0.5442608772282262)	(104, 0.551053142793382)	(106, 0.5592953216811591)	(108, 0.5690492840333393)	(110, 0.580608240521844)	(112, 0.5942896118740746)	(114, 0.60963609704208)	(116, 0.626421735508049)	(118, 0.6443317965507449)	(120, 0.6635007804783886)	(122, 0.6833664760026164)	(124, 0.7042194037891858)	(126, 0.7255134925867196)	(128, 0.7468694515260351)	(130, 0.7684944110817924)	(132, 0.79076497211701)	(134, 0.8131323733741469)	(136, 0.8351554538422381)	(138, 0.8572565444890974)
S1S21_DKDL250003486-1A_22YL5KLT3_L6_1 - illumina_universal_adapter	(1, 0.009888975815595119)	(2, 0.017313274667968018)	(3, 0.0320278285378719)	(4, 0.04976917867839957)	(5, 0.06193689968630716)	(6, 0.07443324428931104)	(7, 0.10371966020493227)	(8, 0.1615401169631911)	(9, 0.25027713562853565)	(10, 0.4160526053732639)	(12, 0.6165735343074169)	(14, 0.7570017472830071)	(16, 0.8669263398427182)	(18, 0.9785113463566)	(20, 1.1182563681739637)	(22, 1.3620993997300874)	(24, 1.7017902591901857)	(26, 2.144333817923416)	(28, 2.7643600619766806)	(30, 3.556003492576977)	(32, 4.513962892256041)	(34, 5.539674964455683)	(36, 6.62282049589041)	(38, 7.81359890270852)	(40, 9.07129977507012)	(42, 10.364286605955186)	(44, 11.68259258764402)	(46, 13.030786020507929)	(48, 14.396591083672194)	(50, 15.763544167421959)	(52, 17.13796046597615)	(54, 18.51531924290485)	(56, 19.89023928683837)	(58, 21.258662528776725)	(60, 22.624701087653296)	(62, 23.98618864213725)	(64, 25.338863895479015)	(66, 26.67427992408622)	(68, 27.998780028143152)	(70, 29.322024011747775)	(72, 30.63321918419798)	(74, 31.931885582085137)	(76, 33.22012682881733)	(78, 34.49183528191991)	(80, 35.75159437574554)	(82, 36.99213547525004)	(84, 38.22529983984356)	(86, 39.4467223969044)	(88, 40.650353877885976)	(90, 41.840766907154276)	(92, 43.02115043078013)	(94, 44.183029419205795)	(96, 45.32986306816912)	(98, 46.457294953037746)	(100, 47.568565907818574)	(102, 48.65853037885155)	(104, 49.73120103319258)	(106, 50.79009976450228)	(108, 51.827391494434394)	(110, 52.84540685611731)	(112, 53.849842712531796)	(114, 54.83324882085746)	(116, 55.799090862824166)	(118, 56.74352696916555)	(120, 57.6675667926376)	(122, 58.582015995926454)	(124, 59.478607101218614)	(126, 60.3625894380463)	(128, 61.23058380457309)	(130, 62.08088654689807)	(132, 62.91963773745595)	(134, 63.73966819308002)	(136, 64.548912443994)	(138, 65.3363053878314)
S1S21_DKDL250003486-1A_22YL5KLT3_L6_1 - polya	(1, 0.028490800895914402)	(2, 0.06296601041831924)	(3, 0.0806857405854853)	(4, 0.10317051288154767)	(5, 0.11737915937479015)	(6, 0.13244395681315194)	(7, 0.14542458881945564)	(8, 0.15810254119869693)	(9, 0.16923682747992014)	(10, 0.19067303106794498)	(12, 0.2099061593704229)	(14, 0.23010353848482817)	(16, 0.25647990598597825)	(18, 0.27813230930761906)	(20, 0.2990063935882423)	(22, 0.32318184780118164)	(24, 0.34951713735294476)	(26, 0.3723067512734056)	(28, 0.39474828362274483)	(30, 0.41696280625178717)	(32, 0.43720774930758793)	(34, 0.4649959010692504)	(36, 0.4935948018319728)	(38, 0.5135824672047705)	(40, 0.536015351564765)	(42, 0.5587833455118643)	(44, 0.5817567292058988)	(46, 0.606539704670299)	(48, 0.6279326683116007)	(50, 0.6492067220994135)	(52, 0.6726211532500246)	(54, 0.7025302243984599)	(56, 0.7263921889976561)	(58, 0.747586248884031)	(60, 0.7726978479435276)	(62, 0.7949642585086378)	(64, 0.8159053647066821)	(66, 0.836558925259017)	(68, 0.8541878515380643)	(70, 0.8780844080946391)	(72, 0.9001324569287972)	(74, 0.9140859877363727)	(76, 0.9297431724448424)	(78, 0.9479623239966614)	(80, 0.9643697217807784)	(82, 0.9801933802841323)	(84, 1.0000902417688113)	(86, 1.0230614634655097)	(88, 1.0396029050844686)	(90, 1.0537185856922562)	(92, 1.0671640471258343)	(94, 1.08174239516356)	(96, 1.0955748541203107)	(98, 1.1085122461798913)	(100, 1.1196486944584505)	(102, 1.1326141924834012)	(104, 1.1453570047827273)	(106, 1.1549670829419578)	(108, 1.1651306324192452)	(110, 1.1758325192332366)	(112, 1.1863744182443519)	(114, 1.1955131809842996)	(116, 1.2039968585313907)	(118, 1.2142360779154437)	(120, 1.224016953864231)	(122, 1.2319666180692905)	(124, 1.239762780463483)	(126, 1.2497814761192476)	(128, 1.2588272729737404)	(130, 1.2672698725714446)	(132, 1.2757319301451742)	(134, 1.2842783056150142)	(136, 1.2923274216975371)	(138, 1.3002360079532098)
S1S21_DKDL250003486-1A_22YL5KLT3_L6_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0033770398390816736)	(4, 0.00424616276821793)	(5, 0.00451857443257407)	(6, 0.004674238240777579)	(7, 0.004752070144879333)	(8, 0.004868818001031965)	(9, 0.004981241862512276)	(10, 0.005171497628094343)	(12, 0.005324999438961691)	(14, 0.005543361169913835)	(16, 0.005686052994100385)	(18, 0.005820096828942295)	(20, 0.006025486575877479)	(22, 0.006237362314821145)	(24, 0.006416808093722411)	(26, 0.006661113792708474)	(28, 0.006946497441081573)	(30, 0.007255663060152431)	(32, 0.007586448652584886)	(34, 0.007951826202395899)	(36, 0.008427465616351066)	(38, 0.008883647054280791)	(40, 0.009476034324388587)	(42, 0.010035991634453987)	(44, 0.010647836880587222)	(46, 0.013542751313705251)	(48, 0.01727868271058946)	(50, 0.023461995092006607)	(52, 0.030471190455836815)	(54, 0.05017995817226993)	(56, 0.07790541201118376)	(58, 0.09774606156512262)	(60, 0.10875279000351237)	(62, 0.11686244201144795)	(64, 0.12630604637579415)	(66, 0.14428521622329937)	(68, 0.1866279340519899)	(70, 0.2645138880871482)	(72, 0.3970464867910827)	(74, 0.614707730606311)	(76, 0.9316911320447223)	(78, 1.385178721293594)	(80, 1.9749975385660328)	(82, 2.705571030411822)	(84, 3.5510265747091365)	(86, 4.463566734350155)	(88, 5.445958865925162)	(90, 6.492181806852953)	(92, 7.61815434351967)	(94, 8.841808081831426)	(96, 10.1391599853382)	(98, 11.504167271485422)	(100, 12.951970407618223)	(102, 14.445631669248307)	(104, 15.875120525946496)	(106, 17.163467710548165)	(108, 18.287639303433863)	(110, 19.25270735035422)	(112, 20.03535254804142)	(114, 20.666614692250704)	(116, 21.19773311984907)	(118, 21.68426251438647)	(120, 22.123256073493728)	(122, 22.560740558460346)	(124, 23.012889871358134)	(126, 23.48430474251844)	(128, 24.00229119829697)	(130, 24.599434862544317)	(132, 25.302269928567178)	(134, 26.120581596309002)	(136, 27.056838866727695)	(138, 28.10959536360536)
S1S21_DKDL250003486-1A_22YL5KLT3_L6_2 - illumina_universal_adapter	(1, 0.010027343645109347)	(2, 0.017577038342979516)	(3, 0.03249481996248243)	(4, 0.05031832600178417)	(5, 0.06274116269535862)	(6, 0.07545803102665082)	(7, 0.10518117040417632)	(8, 0.16389237006493299)	(9, 0.2541817028176403)	(10, 0.42296451085696685)	(12, 0.6268300496701591)	(14, 0.7694721479179771)	(16, 0.8813144321148618)	(18, 0.9944063507720471)	(20, 1.1358096245462455)	(22, 1.3824437946633517)	(24, 1.7258792335096789)	(26, 2.172846238792692)	(28, 2.7996914224442047)	(30, 3.600099590245293)	(32, 4.5686030509328095)	(34, 5.605375901504244)	(36, 6.699132515864845)	(38, 7.902191067552342)	(40, 9.172427200468999)	(42, 10.477421764559097)	(44, 11.808301922755035)	(46, 13.16883171241907)	(48, 14.546683424740419)	(50, 15.926630112480506)	(52, 17.314228108793262)	(54, 18.70426916209588)	(56, 20.090939661551424)	(58, 21.469385923140216)	(60, 22.84594476105454)	(62, 24.218771991566655)	(64, 25.581662682321777)	(66, 26.92732441630504)	(68, 28.263427960065144)	(70, 29.599445023931796)	(72, 30.92351056652416)	(74, 32.23636831492587)	(76, 33.53943437739211)	(78, 34.82756968625483)	(80, 36.106200854827804)	(82, 37.36659341387292)	(84, 38.6195097861296)	(86, 39.86106053839009)	(88, 41.085957425170136)	(90, 42.29790394790659)	(92, 43.49818649501445)	(94, 44.67859163861367)	(96, 45.84092032248525)	(98, 46.9819381986143)	(100, 48.10594115570778)	(102, 49.20873708093087)	(104, 50.292466351646354)	(106, 51.36216642164751)	(108, 52.41238040965785)	(110, 53.444275794238905)	(112, 54.463584030328846)	(114, 55.46234896773059)	(116, 56.443993048227284)	(118, 57.40472845248598)	(120, 58.34520377970752)	(122, 59.27609064874319)	(124, 60.188239486866365)	(126, 61.08691691958792)	(128, 61.97036308107624)	(130, 62.83445936640592)	(132, 63.68474697474956)	(134, 64.51609116243375)	(136, 65.33474010176002)	(138, 66.13006108982913)
S1S21_DKDL250003486-1A_22YL5KLT3_L6_2 - polya	(1, 0.20162354757559456)	(2, 0.4057852800238408)	(3, 0.5140451346347087)	(4, 0.6414948776013314)	(5, 0.7222152101441953)	(6, 0.8093912667328325)	(7, 0.8699358401346526)	(8, 0.9327288907660791)	(9, 0.9894597008669134)	(10, 1.0866393191299621)	(12, 1.1813823663951588)	(14, 1.2723267843407224)	(16, 1.3788678510693435)	(18, 1.4769901001709578)	(20, 1.5719882631218214)	(22, 1.6784233919809703)	(24, 1.7807074859546925)	(26, 1.8767001676801893)	(28, 1.9707059738537556)	(30, 2.0654792890816585)	(32, 2.15006311086424)	(34, 2.2610665400946948)	(36, 2.3799158576580735)	(38, 2.462296604155108)	(40, 2.5490424232738498)	(42, 2.632246890755961)	(44, 2.7134558346967967)	(46, 2.789932166468779)	(48, 2.8570384017858443)	(50, 2.9221966775030297)	(52, 2.9892639968680443)	(54, 3.0651890193193054)	(56, 3.1315796335181023)	(58, 3.195825546359428)	(60, 3.2685400027664917)	(62, 3.3310779377122515)	(64, 3.3869807028333367)	(66, 3.4443752461163717)	(68, 3.4947843760062747)	(70, 3.554427396518916)	(72, 3.6130304963128648)	(74, 3.6547527209060773)	(76, 3.6998411753516907)	(78, 3.748086145908098)	(80, 3.796091134760191)	(82, 3.84252218955156)	(84, 3.897030466390822)	(86, 3.9570150824825765)	(88, 4.001513311655418)	(90, 4.0438646774734535)	(92, 4.0837038023868715)	(94, 4.127205350787744)	(96, 4.167228245474734)	(98, 4.206005829696098)	(100, 4.243196507872719)	(102, 4.286786698164374)	(104, 4.330558496232266)	(106, 4.366121190414759)	(108, 4.403504286354298)	(110, 4.441985676940607)	(112, 4.480289783745352)	(114, 4.5110204138815275)	(116, 4.539673364577654)	(118, 4.573551862835279)	(120, 4.60797302242428)	(122, 4.636582733173682)	(124, 4.6639903734041805)	(126, 4.696854894911147)	(128, 4.725858089175731)	(130, 4.751732873294892)	(132, 4.776518010756629)	(134, 4.801502051973292)	(136, 4.824847299209146)	(138, 4.848776285725762)
S1S21_DKDL250003486-1A_22YL5KLT3_L6_2 - polyg	(1, 0.37512815779709424)	(2, 0.37710854735701665)	(3, 0.37849222565215895)	(4, 0.3797159161444254)	(5, 0.3808358307645562)	(6, 0.38185196951255135)	(7, 0.382699472468326)	(8, 0.3840053188593665)	(9, 0.38489606176186436)	(10, 0.386420269883857)	(12, 0.38871414905752266)	(14, 0.38976704176023247)	(16, 0.39049131086784605)	(18, 0.3910901841299623)	(20, 0.39169121938941476)	(22, 0.392140914835336)	(24, 0.39266195619335054)	(26, 0.39308570767123785)	(28, 0.3935418891091676)	(30, 0.39403482450181204)	(32, 0.39452559789712033)	(34, 0.39496880735103307)	(36, 0.3954357987756436)	(38, 0.39592441017361574)	(40, 0.396415183568924)	(42, 0.39684974503349213)	(44, 0.3972778205060518)	(46, 0.3977621079093516)	(48, 0.39828098727003)	(50, 0.3986831187745557)	(52, 0.3991306522231408)	(54, 0.3996127776291044)	(56, 0.4000646350723618)	(58, 0.40054892247566165)	(60, 0.40107644982568463)	(62, 0.4015564132343121)	(64, 0.4082348230057099)	(66, 0.42962562464967535)	(68, 0.46120375774162603)	(70, 0.5008699228681506)	(72, 0.6281467060478806)	(74, 0.8413434253639387)	(76, 1.0435377402362795)	(78, 1.1884974996284607)	(80, 1.302428273252076)	(82, 1.4215543264744832)	(84, 1.5764549496183276)	(86, 1.8376631437784874)	(88, 2.198232411513881)	(90, 2.6710223129799875)	(92, 3.3202744370234605)	(94, 4.155864787475878)	(96, 5.141822052658212)	(98, 6.1931970332380715)	(100, 7.315967651849936)	(102, 8.53938140845738)	(104, 9.843634407461174)	(106, 11.186386093029967)	(108, 12.554435309429167)	(110, 13.948504163769051)	(112, 15.368209982521115)	(114, 16.77960724551032)	(116, 18.213097959277743)	(118, 19.65647116286875)	(120, 21.09701214994939)	(122, 22.523076402867105)	(124, 23.952647415464067)	(126, 25.388256886620923)	(128, 26.810016602842346)	(130, 28.215907258616348)	(132, 29.598707782840165)	(134, 30.99586829337076)	(136, 32.36334241847854)	(138, 33.73475786473014)
